302.40698,316534

302.41992,315758

302.43286,312214

302.4458,312181

302.45874,314988

302.47168,311295

302.48465,311807

302.49759,311536

302.51053,311407

302.52347,311217

302.53641,307174

302.54935,316329

302.56229,313581

302.57523,313141

302.5882,312807

302.60114,309815

302.61407,319564

302.62701,322057

302.63995,327835

302.65289,320615

302.66583,317056

302.67877,311058

302.69171,313009

302.70465,312986

302.71759,311832

302.73053,315620

302.74347,312916

302.75641,311535

302.76935,308264

302.78232,308206

302.79526,314014

302.8082,311847

302.82114,310256

302.83408,310618

302.84702,313724

302.85995,311894

302.87289,311875

302.88583,317239

302.89874,319205

302.91168,321378

302.92462,321896

302.93756,321164

302.9505,323385

302.96344,320505

302.97638,313067

302.98932,309987

303.00226,312628

303.0152,308588

303.02814,313081

303.04108,309127

303.05402,314689

303.06696,318608

303.0799,317974

303.0928,309320

303.10574,308728

303.11868,308036

303.13162,314643

303.14456,318023

303.1575,312156

303.17044,308584

303.18338,306288

303.19629,307006

303.20923,312049

303.22217,310074

303.23511,312288

303.24805,316347

303.26099,322090

303.2739,323619

303.28683,316864

303.29977,319998

303.31271,310276

303.32565,314810

303.33856,312820

303.3515,309623

303.36444,308320

303.37738,309866

303.39032,307146

303.40323,304517

303.41617,306768

303.42911,305268

303.44205,311514

303.45496,311893

303.4679,310645

303.48083,316353

303.49377,311192

303.50668,308989

303.51962,313613

303.53256,316402

303.54547,310990

303.55841,311925

303.57135,311676

303.58429,313954

303.5972,317775

303.61014,315882

303.62308,329102

303.63599,337014

303.64893,330682

303.66187,321949

303.67477,317234

303.68771,311411

303.70062,309194

303.71356,309711

303.7265,314660

303.73941,310035

303.75235,310616

303.76529,309141

303.7782,308437

303.79114,308992

303.80405,310160

303.81699,311214

303.82993,311569

303.84283,311115

303.85577,309764

303.86868,307838

303.88162,306448

303.89453,312833

303.90747,311809

303.92041,309586

303.93332,311514

303.94626,324039

303.95917,312009

303.97211,316077

303.98502,321028

303.99796,319523

304.01086,322752

304.0238,331284

304.03671,337222

304.04965,323984

304.06256,318900

304.0755,315699

304.08841,313753

304.10135,311843

304.11426,311636

304.1272,310618

304.14011,308294

304.15305,306066

304.16595,303193

304.17886,305246

304.1918,307925

304.20471,309239

304.21765,310350

304.23056,307184

304.2435,307894

304.25641,313096

304.26932,315497

304.28226,316293

304.29517,311329

304.30811,307440

304.32101,307173

304.33392,309772

304.34686,308109

304.35977,309599

304.37268,305310

304.38562,306891

304.39853,311421

304.41144,313929

304.42438,322394

304.43729,334412

304.4502,336479

304.46313,329812

304.47604,326861

304.48895,320297

304.50189,313746

304.5148,311357

304.52771,314763

304.54065,312822

304.55356,312348

304.56647,309602

304.57938,310213

304.59232,312705

304.60522,306381

304.61813,307104

304.63104,304062

304.64398,305898

304.65689,303618

304.6698,300935

304.68271,302540

304.69565,309255

304.70856,306147

304.72147,307236

304.73438,312959

304.74731,311810

304.76022,308870

304.77313,312843

304.78604,308563

304.79895,308330

304.81186,306042

304.8248,307625

304.83771,311035

304.85062,311920

304.86353,320088

304.87643,325694

304.88934,338611

304.90228,339430

304.91519,324741

304.9281,318348

304.94101,318379

304.95392,315552

304.96683,312172

304.97974,311179

304.99265,313911

305.00555,312762

305.01846,311678

305.0314,313736

305.04431,311529

305.05722,308113

305.07013,309232

305.08304,312337

305.09595,310037

305.10886,309106

305.12177,313911

305.13467,314064

305.14758,313375

305.16049,312134

305.1734,310512

305.18631,322595

305.19922,314568

305.21213,320239

305.22504,319757

305.23795,310507

305.25085,312846

305.26376,317946

305.27667,316640

305.28958,315535

305.30249,322659

305.3154,322759

305.32831,330749

305.34122,330365

305.35413,337233

305.36703,344119

305.37994,343565

305.39285,336589

305.40576,329976

305.41864,326975

305.43155,324704

305.44446,326487

305.45737,330555

305.47028,321467

305.48318,320711

305.49609,326749

305.509,322340

305.52191,319138

305.53479,322630

305.5477,320857

305.56061,320512

305.57352,323669

305.58643,324979

305.59933,327109

305.61224,324941

305.62512,330019

305.63803,335544

305.65094,329918

305.66385,332534

305.67676,329655

305.68964,337252

305.70255,340191

305.71545,337789

305.72836,337536

305.74127,340374

305.75415,348444

305.76706,345937

305.77997,348956

305.79288,350553

305.80576,352299

305.81866,366663

305.83157,377315

305.84448,395078

305.85736,402213

305.87027,410625

305.88318,425796

305.89606,463221

305.90897,519141

305.92188,660333

305.93478,895003

305.94766,1203450

305.96057,1438070

305.97348,1533130

305.98636,1497650

305.99927,1404970

306.01218,1399610

306.02505,1316290

306.03796,1099770

306.05087,926014

306.06375,861757

306.07666,978222

306.08954,1089070

306.10245,1090150

306.11536,934615

306.12823,764365

306.14114,673301

306.15405,642225

306.16693,709933

306.17984,832120

306.19272,950804

306.20563,954069

306.21851,899561

306.23141,781621

306.24432,672483

306.2572,594634

306.27011,556682

306.28299,579319

306.2959,690512

306.30878,858259

306.32169,1017120

306.33456,1078410

306.34747,1174290

306.36035,1274750

306.37326,1377260

306.38614,1350500

306.39905,1241040

306.41193,1160150

306.42484,1098520

306.43771,1118150

306.45062,1162200

306.4635,1229900

306.47641,1188520

306.48929,1077830

306.5022,1007450

306.51508,966243

306.52795,878784

306.54086,788322

306.55374,738684

306.56665,685240

306.57953,689098

306.59244,709016

306.60532,774225

306.61819,941447

306.6311,1108680

306.64398,1105120

306.65689,975581

306.66977,786535

306.68265,648911

306.69556,568686

306.70844,550532

306.72131,524154

306.73422,488872

306.7471,472325

306.75998,494297

306.77289,572023

306.78577,689559

306.79865,845658

306.81155,941341

306.82443,918142

306.83731,775081

306.85022,627697

306.8631,529731

306.87598,484068

306.88885,459228

306.90176,445683

306.91464,426642

306.92752,407412

306.94043,402502

306.95331,384256

306.96619,381992

306.97906,401304

306.99197,424429

307.00485,478730

307.01773,576057

307.03061,641722

307.04349,634249

307.0564,550492

307.06927,481652

307.08215,437945

307.09503,426357

307.10791,422114

307.12082,431277

307.1337,428080

307.14658,419943

307.15945,389574

307.17233,374882

307.18521,371929

307.19812,375613

307.211,370291

307.22388,375006

307.23676,383313

307.24963,391456

307.26251,421459

307.27539,487486

307.28827,557546

307.30118,609662

307.31406,585044

307.32693,517481

307.33981,453090

307.35269,430460

307.36557,427218

307.37845,448312

307.39133,494099

307.40421,555195

307.41708,660831

307.42996,836162

307.44284,896958

307.45572,825537

307.4686,676542

307.48148,556514

307.49435,495371

307.50723,471912

307.52011,465000

307.53299,463451

307.54587,516240

307.55875,630415

307.57162,846021

307.5845,1097510

307.59738,1189540

307.61026,1120130

307.62314,957342

307.63602,795365

307.6489,651775

307.66177,567553

307.67465,532485

307.68753,531048

307.70041,582145

307.71329,703064

307.72617,964585

307.73904,1355740

307.75189,1643780

307.76477,1610320

307.77765,1310140

307.79053,959660

307.80341,743918

307.81628,625977

307.82916,534261

307.84204,502275

307.85492,503064

307.86777,543486

307.88065,630499

307.89352,817482

307.9064,1186730

307.91928,1472570

307.93216,1492160

307.94501,1257160

307.95789,979426

307.97076,775402

307.98364,654108

307.99652,602681

308.00937,555706

308.02225,521036

308.03513,517491

308.048,529562

308.06085,574061

308.07373,676184

308.08661,896508

308.09949,1259430

308.11234,1578810

308.12521,1607260

308.13809,1340040

308.15097,1005560

308.16382,788180

308.1767,672056

308.18958,628098

308.20245,647127

308.2153,760762

308.22818,903182

308.24106,940749

308.25391,852402

308.26678,769472

308.27966,737202

308.29251,818638

308.30539,1080710

308.31827,1461420

308.33112,1706240

308.34399,1569280

308.35687,1207110

308.36972,926125

308.3826,722954

308.39545,612597

308.40833,532488

308.4212,507631

308.43405,482759

308.44693,484796

308.45978,494724

308.47266,515406

308.48553,542650

308.49838,581798

308.51126,664214

308.52411,801774

308.53699,1098640

308.54984,1708820

308.56271,2497030

308.57556,2935150

308.58844,2839010

308.60132,2424120

308.61417,2125910

308.62704,2064520

308.63989,2014040

308.65277,1689000

308.66562,1358650

308.6785,1216290

308.69135,1297930

308.70422,1587130

308.71707,1923300

308.72992,2026180

308.7428,1837780

308.75565,1469170

308.76852,1141870

308.78137,953642

308.79425,972729

308.8071,1115740

308.81998,1429050

308.83282,1807540

308.84567,2008490

308.85855,2067080

308.8714,2026460

308.88428,1796630

308.89713,1383590

308.90997,1038410

308.92285,838025

308.9357,727042

308.94858,723241

308.96143,718354

308.97427,721272

308.98715,710358

309,694553

309.01285,745135

309.02573,917059

309.03857,1193690

309.05142,1486540

309.0643,1578260

309.07715,1409210

309.09,1210140

309.10287,1239210

309.11572,1438800

309.12857,1575820

309.14142,1489470

309.1543,1272970

309.16714,1085380

309.17999,1069780

309.19287,1261670

309.20572,1468610

309.21857,1563550

309.23141,1489200

309.24429,1406910

309.25714,1449430

309.26999,1582380

309.28284,1562690

309.29568,1327880

309.30856,1012190

309.32141,787941

309.33426,647955

309.34711,582591

309.35995,540461

309.37283,533455

309.38568,542000

309.39853,578426

309.41138,647585

309.42422,797642

309.43707,1063140

309.44995,1303130

309.4628,1328440

309.47565,1204290

309.48849,1057810

309.50134,1027390

309.51419,1237800

309.52704,1566940

309.53989,1881990

309.55276,1841670

309.56561,1526070

309.57846,1137710

309.59131,867265

309.60416,690285

309.617,605542

309.62985,546822

309.6427,522114

309.65555,528716

309.6684,564094

309.68124,660053

309.69409,863195

309.70694,1093380

309.71979,1248110

309.73264,1158770

309.74548,985110

309.75833,855420

309.77118,861887

309.78403,1022700

309.79688,1314760

309.80972,1623910

309.82257,1841620

309.83542,1788360

309.84827,1454250

309.86111,1112350

309.87396,889732

309.88681,807537

309.89966,855473

309.91251,972937

309.92535,1098490

309.9382,1088790

309.95105,900880

309.9639,704920

309.97675,587438

309.98956,533743

310.00241,500822

310.01526,477077

310.02811,455309

310.04095,441947

310.0538,454742

310.06665,459578

310.0795,462879

310.09232,480345

310.10516,523283

310.11801,596895

310.13086,743766

310.14371,988591

310.15656,1240330

310.16937,1402870

310.18222,1483500

310.19507,1456480

310.20792,1360010

310.22076,1336780

310.23361,1389500

310.24643,1388610

310.25928,1305960

310.27213,1068380

310.28497,826979

310.29779,733488

310.31064,742511

310.32349,860966

310.33633,1036910

310.34915,1135550

310.362,1068380

310.37485,883255

310.3877,735708

310.40051,600184

310.41336,541309

310.42621,490442

310.43903,461457

310.45187,463034

310.46472,478091

310.47754,520667

310.49039,577972

310.50323,690363

310.51605,847065

310.5289,959886

310.54175,921478

310.55457,785456

310.56741,689677

310.58026,676339

310.59308,746312

310.60593,858035

310.61877,893082

310.63159,838922

310.64444,719989

310.65726,600128

310.6701,523469

310.68295,484654

310.69577,463644

310.70862,468009

310.72144,487617

310.73428,528093

310.7471,573673

310.75995,674089

310.77277,913220

310.78561,1360010

310.79846,1842280

310.81128,1999720

310.82413,1744360

310.83694,1291990

310.84979,985556

310.86261,802448

310.87546,698048

310.88828,648867

310.90112,705245

310.91394,794495

310.92679,909988

310.93961,866193

310.95242,749991

310.96527,640307

310.97809,552054

310.99094,503492

311.00375,485425

311.0166,488176

311.02942,515007

311.04227,576027

311.05508,684566

311.0679,756456

311.08075,752688

311.09357,665869

311.10641,576514

311.11923,505591

311.13205,479262

311.1449,458363

311.15771,453961

311.17053,463660

311.18338,461756

311.1962,463219

311.20905,469712

311.22186,470149

311.23468,490398

311.24753,512586

311.26035,553557

311.27316,656058

311.28598,857636

311.29883,1096800

311.31165,1285980

311.32446,1281450

311.33731,1175000

311.35013,1182330

311.36295,1384310

311.37576,1586460

311.38861,1555400

311.40143,1291160

311.41425,928490

311.42706,704072

311.43991,594989

311.45273,516734

311.46555,464769

311.47836,450951

311.49121,442681

311.50403,436692

311.51685,444876

311.52966,484220

311.54248,561272

311.55533,627483

311.56815,636172

311.58096,593111

311.59378,528493

311.6066,483134

311.61942,462791

311.63226,455272

311.64508,457003

311.6579,461955

311.67072,460023

311.68353,445830

311.69635,425079

311.70917,423433

311.72198,438763

311.73483,463089

311.74765,491671

311.76047,541261

311.77328,580057

311.7861,621001

311.79892,671449

311.81174,796252

311.82455,1043480

311.83737,1360310

311.85019,1505830

311.86301,1383680

311.87582,1083020

311.88864,869434

311.90146,723927

311.91428,630314

311.92709,582082

311.93991,602332

311.95273,670066

311.96555,843038

311.97836,1090610

311.99118,1204410

312.004,1112120

312.01682,885532

312.02963,705906

312.04245,617661

312.05527,584084

312.06808,588045

312.0809,629082

312.09372,635649

312.10654,616837

312.11935,575821

312.13217,526696

312.14499,487863

312.15781,468231

312.17062,444177

312.18341,433867

312.19623,432102

312.20905,455258

312.22186,488209

312.23468,512771

312.2475,541330

312.26031,549541

312.27313,538833

312.28592,524557

312.29874,531222

312.31155,528582

312.32437,529504

312.33719,568067

312.34998,654328

312.36279,712261

312.37561,749127

312.38843,835416

312.40125,1021670

312.41403,1190130

312.42685,1248310

312.43967,1110060

312.45248,905498

312.4653,733560

312.47809,622244

312.49091,539265

312.50372,493555

312.51654,467521

312.52933,478645

312.54214,487687

312.55496,509363

312.56775,533868

312.58057,592468

312.59338,718830

312.6062,958344

312.61899,1146170

312.63181,1161980

312.64462,1007220

312.65741,844920

312.67023,697694

312.68304,604388

312.69583,525362

312.70865,484248

312.72147,475305

312.73425,468417

312.74707,457537

312.75986,462146

312.77267,450239

312.78549,439871

312.79828,430589

312.8111,442418

312.82388,453904

312.8367,445652

312.84952,445238

312.8623,446300

312.87512,448299

312.88791,465247

312.90073,512102

312.91351,542599

312.92633,539263

312.93915,521180

312.95193,520026

312.96475,537377

312.97754,575661

312.99036,684052

313.00314,816836

313.01596,993072

313.02875,1107560

313.04156,1056040

313.05435,910460

313.06717,772909

313.07996,686663

313.09277,636267

313.10556,605522

313.11835,573358

313.13116,558441

313.14395,538002

313.15677,532203

313.16956,533065

313.18237,525997

313.19516,530370

313.20795,540499

313.22076,574501

313.23355,615156

313.24637,683549

313.25916,825342

313.27194,985427

313.28476,1056750

313.29755,985668

313.31036,805816

313.32315,646635

313.33594,563837

313.34875,542403

313.36154,527598

313.37433,548472

313.38715,539662

313.39993,512941

313.41272,472734

313.42554,446439

313.43832,430150

313.45111,416290

313.4639,417909

313.47672,422426

313.4895,444366

313.50229,470635

313.51511,485073

313.52789,481301

313.54068,489967

313.55347,500974

313.56628,526723

313.57907,541864

313.59186,509853

313.60464,496545

313.61746,528760

313.63025,627815

313.64304,732748

313.65582,887660

313.66861,960692

313.68143,868361

313.69421,696843

313.707,575710

313.71979,504538

313.73257,479882

313.74536,471020

313.75818,483743

313.77097,521022

313.78375,520875

313.79654,510804

313.80933,500684

313.82211,465854

313.8349,470432

313.84769,477199

313.8605,475870

313.87329,480804

313.88608,500329

313.89886,506953

313.91165,495112

313.92444,510012

313.93723,566808

313.95001,683911

313.9628,833284

313.97559,892582

313.98837,832494

314.00116,709166

314.01395,646016

314.02673,628454

314.03952,563362

314.05231,496342

314.06509,462406

314.07788,440573

314.09067,433937

314.10345,452483

314.11624,467541

314.12903,482048

314.14182,503458

314.1546,493857

314.16739,467153

314.18018,464336

314.19296,455930

314.20575,466868

314.21854,483697

314.23132,544025

314.24411,590811

314.2569,635905

314.26968,674207

314.28247,741467

314.29523,809676

314.30801,897746

314.3208,1024730

314.33359,1083100

314.34637,995390

314.35916,837285

314.37195,691864

314.38474,591861

314.39749,545605

314.41028,548499

314.42307,548622

314.43585,543828

314.44864,539792

314.46143,501299

314.47418,471179

314.48697,457725

314.49976,456842

314.51254,458669

314.52533,472184

314.53809,490470

314.55087,534534

314.56366,617875

314.57645,692563

314.5892,716555

314.60199,715372

314.61478,662234

314.62756,604538

314.64032,577793

314.65311,584569

314.66589,672717

314.67865,783765

314.69144,846579

314.70422,785607

314.71701,674643

314.72977,580982

314.74255,527841

314.75534,516598

314.7681,515256

314.78088,537875

314.79367,582532

314.80643,623400

314.81921,640385

314.832,623739

314.84476,609399

314.85754,581979

314.8703,570151

314.88309,573790

314.89587,569974

314.90863,583690

314.92142,572306

314.93417,539981

314.94696,514268

314.95975,486243

314.9725,492480

314.98529,507271

314.99805,560726

315.01083,665400

315.02359,803410

315.03638,947012

315.04913,991749

315.06192,891866

315.07471,740745

315.08746,621086

315.10025,547382

315.11301,508929

315.12579,476920

315.13855,464199

315.15134,464994

315.16409,477856

315.17685,488333

315.18964,507522

315.20239,519367

315.21518,535160

315.22794,542871

315.24072,550019

315.25348,571264

315.26627,597595

315.27902,628268

315.29178,620489

315.30457,622713

315.31732,655205

315.33011,680790

315.34286,698713

315.35562,720435

315.36841,709774

315.38116,678404

315.39395,689499

315.40671,726948

315.41946,827620

315.43225,937894

315.44501,1004430

315.45776,921140

315.47055,811202

315.48331,712327

315.49606,626145

315.50885,565088

315.52161,524400

315.53436,504984

315.54712,483409

315.55991,464371

